,1900
0.008726535364985466,-19.442501587337915
0.026176949962973595,
0.04361938685178757,
0.061048541218042374,
0.07845909893512726,
0.09584575146436691,
0.11320321261882782,
0.13052619993686676,
0.14780940115451813,
0.16504760086536407,
0.18223552405834198,
0.1993679255247116,
0.2164396196603775,
0.23344536125659943,
0.2503800094127655,
0.2672383785247803,
0.28401535749435425,
0.30070579051971436,
0.3173046410083771,
0.3338068723678589,25.34069517188602
0.3502073884010315,25.107119046317205
0.36650121212005615,24.812870971361797
0.3826834559440613,24.402446190516155
0.39874908328056335,23.920753931999208
0.4146932363510132,23.532488033506606
0.43051108717918396,23.102605419688754
0.4461978077888489,22.617733295758566
0.4617486000061035,21.782565217547948
0.4771587550640106,20.589183988173804
0.49242356419563293,19.687861415288516
0.507538378238678,18.795164323649885
0.5224985480308533,18.10901573325197
0.537299633026123,17.3241624571383
0.5519369840621948,16.354847698410353
0.56640625,15.518604562100437
0.5807029604911804,14.678011359357171
0.5948227643966675,14.453613478938738
0.6087614297866821,13.983795561227534
0.6225146651268005,
0.6360781788825989,
0.649448037147522,
0.6626200675964355,
0.6755902171134949,
0.6883545517921448,
0.7009092569351196,
0.713250458240509,
0.7253743410110474,
0.7372773289680481,5.77177262231837
0.7489557266235352,4.981937671256148
0.760405957698822,4.2648410152850875
0.7716245651245117,3.6704828392843614
0.782608151435852,3.184746215865016
0.7933533191680908,2.79459345134803
0.8038568496704102,2.4850011586832506
0.8141155242919922,2.1023577097906836
0.8241261839866638,1.6791554372586284
0.8338858485221863,
0.843391478061676,
0.8526401519775391,
0.8616291284561157,
0.8703556656837463,
0.8788171410560608,
0.8870108127593994,
0.894934356212616,
0.9025852680206299,-5.9986739368747095
0.9099612832069397,-6.716793630900793
0.9170600771903992,-7.434913324926876
0.9238795042037964,
0.9304175972938538,
0.9366722106933594,
0.9426414966583252,
0.948323667049408,
0.9537169337272644,
0.9588197469711304,
0.9636304378509521,
0.9681476354598999,
0.972369909286499,
0.9762960076332092,
0.9799246788024902,
0.9832549095153809,-15.822078698211246
0.9862856268882751,-16.386109500461153
0.9890158772468567,-16.60064790248871
0.9914448261260986,-16.88669286833869
0.9935718774795532,-17.213093585438198
0.9953961968421936,-17.868690485424466
0.9969173073768616,-18.55336807039049
0.9981347918510437,-19.062624216079712
0.9990482330322266,-19.330011971791585
0.9996573328971863,-19.48401018248664
0.9999619126319885,-19.55499120288425
