,2020
0.008726535364985466,27.00036243332757
0.026176949962973595,27.116324954562717
0.04361938685178757,27.211318927341036
0.061048541218042374,27.30651726722717
0.07845909893512726,27.29845996962653
0.09584575146436691,27.32894061141544
0.11320321261882782,27.388838828934563
0.13052619993686676,27.434250842200385
0.14780940115451813,27.483568726645576
0.16504760086536407,27.47395322587755
0.18223552405834198,27.51813094880846
0.1993679255247116,27.517055130004884
0.2164396196603775,27.479722038904825
0.23344536125659943,27.393980836868288
0.2503800094127655,27.222071160210504
0.2672383785247803,27.13810617129008
0.28401535749435425,26.994918828540378
0.30070579051971436,26.819374227523802
0.3173046410083771,26.65709312227037
0.3338068723678589,26.333601586023967
0.3502073884010315,26.12225602467855
0.36650121212005615,25.854164446724784
0.3826834559440613,25.47344823943244
0.39874908328056335,25.018776353200277
0.4146932363510132,24.648854698075187
0.43051108717918396,24.23316858874427
0.4461978077888489,23.774750730726453
0.4617486000061035,22.973000613848367
0.4771587550640106,21.807843041419982
0.49242356419563293,20.93675434732706
0.507538378238678,20.080116176812187
0.5224985480308533,19.423906394425366
0.537299633026123,18.65925359587806
0.5519369840621948,17.699022015018596
0.56640625,16.87118927306599
0.5807029604911804,16.043276786307494
0.5948227643966675,15.823378389825423
0.6087614297866821,15.35476271994412
0.6225146651268005,14.673869138430907
0.6360781788825989,14.08973160955227
0.649448037147522,13.467613361941444
0.6626200675964355,12.521040456659264
0.6755902171134949,11.561684937713046
0.6883545517921448,10.811793026659224
0.7009092569351196,10.058540247546302
0.713250458240509,9.225211961567402
0.7253743410110474,8.261849273575677
0.7372773289680481,7.376441398262978
0.7489557266235352,6.6197352805071406
0.760405957698822,5.929329606952766
0.7716245651245117,5.355822867248207
0.782608151435852,4.886662767885719
0.7933533191680908,4.526987052089923
0.8038568496704102,4.240700146431724
0.8141155242919922,3.9029760524803554
0.8241261839866638,3.5184753529106576
0.8338858485221863,3.044172824355256
0.843391478061676,2.6395123793777504
0.8526401519775391,2.2461791396761934
0.8616291284561157,1.446350340441697
0.8703556656837463,0.2326252410757459
0.8788171410560608,-0.9095609773648903
0.8870108127593994,-1.869922750723506
0.894934356212616,-2.7757010435892475
0.9025852680206299,-3.7004825269735497
0.9099612832069397,-4.3146419107707015
0.9170600771903992,-4.953302348857849
0.9238795042037964,-5.863895205025457
0.9304175972938538,-6.396420615399256
0.9366722106933594,-6.785404175571683
0.9426414966583252,-6.754187101953559
0.948323667049408,-7.1017765580366055
0.9537169337272644,-7.7635728672146795
0.9588197469711304,-8.403974943525261
0.9636304378509521,-9.060540824445585
0.9681476354598999,-10.049057855498459
0.972369909286499,-10.66888659513659
0.9762960076332092,-11.368485591188072
0.9799246788024902,-12.175772818850561
0.9832549095153809,-12.657447193728553
0.9862856268882751,-13.29907287094328
0.9890158772468567,-13.691634146372477
0.9914448261260986,-14.111585285928514
0.9935718774795532,-14.498842276467217
0.9953961968421936,-15.198715024524265
0.9969173073768616,-15.89659066994985
0.9981347918510437,-16.428151302867466
0.9990482330322266,-16.73366708755493
0.9996573328971863,-16.87707511054145
0.9999619126319885,-16.92947594854567
